Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2005-01-03,22.585987091064453,22.89751626279382,22.505217986522542,22.776365907080564,14957900
2005-01-04,22.35321044921875,22.731487485355302,22.30083366298467,22.68492935536331,11360900
2005-01-05,22.399761199951172,22.6500032961713,22.341563556633503,22.463775277580957,9770200
2005-01-06,22.527786254882812,22.684916524711735,22.487049024187822,22.562704832626764,9115900
2005-01-07,22.347383499145508,22.620904641287602,22.34156262504991,22.516151107696842,9971200
2005-01-10,22.271730422973633,22.41140033831277,22.143697817235026,22.271730422973633,9284500
2005-01-11,22.056400299072266,22.260086476868544,22.056400299072266,22.172791132091376,8966300
2005-01-12,22.108776092529297,22.13205292610479,21.864350469878293,22.114594745919984,9075900
2005-01-13,21.980745315551758,22.335743141762077,21.945826732313506,22.114596554612334,9646600
2005-01-14,22.004026412963867,22.102959077966904,21.91091240236737,21.986566009718,7346500
2005-01-18,22.347383499145508,22.399760265940888,21.835255359369903,21.945827547043258,9729100
2005-01-19,22.021480560302734,22.376478354395264,22.015661906962585,22.120413207174305,15845900
2005-01-20,21.678125381469727,22.015665043619677,21.59665090302334,21.998204641086136,15240300
2005-01-21,21.445348739624023,21.81780715156424,21.445348739624023,21.678134969584907,14174400
2005-01-24,21.462799072265625,21.660666608821703,21.3929619040602,21.451159544231388,12870700
2005-01-25,21.45115852355957,21.654844704434648,21.433700342345386,21.526814342175832,9986100
2005-01-26,21.433700561523438,21.532633216099327,21.392961104918957,21.416240160117834,14555600
2005-01-27,21.38714599609375,21.474441357552497,21.247473861762405,21.311490164163718,9791100
2005-01-28,21.53262710571289,21.532627105712894,21.317301456259198,21.462792179946447,15282000
2005-01-31,21.724679946899414,21.76541717946959,21.672303187878803,21.695580020766997,14111800
2005-02-01,21.82361602783203,21.90509050580052,21.70722296501432,21.82361602783203,14015400
2005-02-02,21.83525276184082,21.846892288634372,21.75377829429868,21.823613235047265,13147400
2005-02-03,21.75959587097168,21.841070334482264,21.736316818536476,21.806153975842086,10737700
2005-02-04,21.93418312072754,21.96328304468121,21.76541554986381,21.788692381009234,10662400
2005-02-07,22.097126007080078,22.155321393230466,21.881798194297946,21.939995800460014,9438000
2005-02-08,21.974924087524414,22.108777544440727,21.934186851076102,22.06803808797953,7579200
2005-02-09,21.82361602783203,21.963288147215888,21.79451831713086,21.887632323382423,7084500
2005-02-10,21.79451560974121,21.916727311512386,21.759597029229695,21.85853189733928,8872600
2005-02-11,21.81197738647461,21.870175030256426,21.61410983764266,21.707223847680453,10676700
2005-02-14,21.82361602783203,21.864353266816277,21.689764782596225,21.864353266816277,6686000
2005-02-15,21.852710723876953,21.969103770637844,21.79451531050287,21.922545663928403,8145300
2005-02-16,21.724679946899414,21.782875359138902,21.63738460852751,21.730498600118292,9579800
2005-02-17,21.404598236083984,21.747956491780304,21.404598236083984,21.695579733453318,12155800
